Name,Prize,Uni
志愿者权利保障：问题、成因与对策——基于山东省三地市抗疫志愿者的调查研究,1,聊城大学
淬炼重生：工业遗产开发的实践困境和策略选择——基于南昌市工业遗产的实地调查,1,南昌大学
同心抗疫、共克时艰：抗击新冠肺炎疫情初期公众社会心态与防控行为调查研究,1,河海大学
行走于导轨之上——大行程粘滑式压电驱动器的研制,1,吉林大学
双向线驱动下肢外骨骼机器人助行系统,1,北京交通大学
基于纸铝塑复合结构的环保型柔性电子器件及应用,1,西安交通大学
基于球形催化颗粒的新型组件式非能动高效氢气复合器,1,哈尔滨工程大学
窄带隙嵌段高分子材料制备及光伏应用,1,苏州大学
守护生命：中小学生自杀干预策略研究——基于8502对中小学生及其家长的调查,1,四川大学
基于药物代谢与生物酶解技术的中药知母抗真菌活性成分的制备及应用,1,上海中医药大学
基于一氧化氮传输的动脉功能和动脉粥样硬化斑块风险无创评测研究,1,北京航空航天大学
胶红酵母对土壤重金属的吸附（钝化）及抗性机制研究,1,南京农业大学
超能心脏——高功率高频次超级电容储能技术,1,浙江大学
面向高性能可充锌空电池三维多孔空气电极的研发与应用,1,浙江师范大学
“球形”与“旋翼”协同的侦察机器人系统,1,西南科技大学
水稻转录因子OsbZIP09功能及其调控穗发芽的分子机制解析,1,扬州大学
基于脐带新用的沃顿胶一体化梯度脱细胞软骨支架材料的研究及应用,1,长沙医学院
红色光质精细可调的植物生长LED用荧光粉的研究,1,西北农林科技大学
保卫“菜园子”：农产品供应链农户风险研究——基于寿光市果蔬种植户的实证调查,1,潍坊科技学院
可控高效、绿色空气氧化偶联反应的开发和应用,1,南开大学
点亮星途——生命全程视角下孤独症患者社会融合支持体系的调研与实践,1,温州医科大学
面向深部油气藏的高精度地震成像技术,1,中国石油大学（华东）
Visdar:基于全景立体视觉的实时环境感知与机器人应用解决方案,1,中山大学
新型植物免疫诱抗剂“氟苄硫缩诱醚”的开发及应用,1,贵州大学
MDSC来源外泌体促进结直肠癌转移的作用及其机制研究,1,江苏大学
民族地区基层医疗服务改革的现状调查,1,上海大学
双氢青蒿素通过调控铁死亡抗肝纤维化新机制研究,1,南京中医药大学
荧光多肽纳米探针在阿尔兹海默病诊断中的应用,1,西北工业大学
面向多样性2-吡咯烷酮分子绿色创制的自由基环化策略研究,1,宁波大学
科学问诊“疫苗犹豫”——基于健康行为理论的中国居民疫苗犹豫调查与对策研究,1,东南大学
基于中红外可调谐激光的医用呼气无创诊断仪,1,暨南大学
肿瘤中功能“垃圾”DNA的快速挖掘及其作用和调控机制研究,1,南通大学
“臭腐神奇”——一种臭气自净化多层塔式好氧发酵装置,1,北京科技大学
尘埃落定——综掘工作面新型智能自动化风雾协同控除尘系统,1,山东科技大学
“如影随形”——无人机智能移动机场,1,北京理工大学
创愈显效改性白芨胶控释成膜的研发设计,1,江西中医药大学
面向6G的智能多波束无线通信关键技术及原型系统,1,东南大学
端羟基聚丁二烯固体推进剂健康状态无源监测及无损诊断技术,1,南京理工大学
面向物联网感知层的低功耗电源管理芯片研发,1,广州大学
先心宝贝不掉队——基于浙江经验的“政医慈三点支持模式”助力解决儿童先天性心脏病防控问题,1,浙江大学
从“流量至上”到“价值引领”——算法推荐的社会责任调查及治理对策研究,1,上海交通大学
面向超精密电子装联领域的温控激光锡焊装备,1,武汉工程大学
创新在线问诊机制，助力“健康中国”战略——基于阿里健康的大数据研究及应用,1,南开大学
转“危”为“机”：疫情期间高校线上教学效果和优化路径研究——以北京市某双一流高校为例,1,中国农业大学
隧道之眼-地铁隧道智能检测系统,1,北京工业大学
碳纤维复合材料损伤微波原位快速修补仪,1,南京航空航天大学
智能变电站组合电器(GIS)状态感知与故障预警系统,1,河海大学
基于等离激元超表面微流芯片的癌症早筛系统,1,厦门大学
鸿鹄灵镜——基于机器视觉的工业级芯片晶圆高速高精度缺陷检测系统,1,西安电子科技大学
真弹琵琶还是徒有虚名：乡村振兴背景下农民专业合作社的结构性困局及破解——基于皖浙两省14市的深度考察,1,安庆师范大学
新冠肺炎疫情期间国际涉华舆论偏差策略研究,1,北京航空航天大学
从一面墙到一扇窗：农村宣传画如何讲好乡村振兴故事？——基于4省4市12村的调研,1,陕西师范大学
“城市毒瘤”还是“梦想港湾”——探究市中心城中村房屋空置现象原因及改善策略,1,贵州大学
复合材料加工过程多传感器测试技术及加工质量预测方法,1,大连理工大学
通向绿色物联——环境反向散射通信使能的共生网络性能研究,1,南开大学
褪蓑衣着新衣：长江十年禁捕下渔民生计转型及其政策支持研究——基于苏赣渝地区182户渔民访谈,1,南京财经大学
一体式可回转高效喷水推进装置,1,武汉理工大学
从脱贫攻坚到乡村振兴：“第一书记”工作内涵转变与效能提升研究——基于对山东省八年的追踪调研,1,山东财经大学
重大赛事下城市综合交通风险预测与防控策略——基于全国“十四运”的调查研究,1,长安大学
一个都不能少：从“控辍保学”到“桃李春风”的乡村教育振兴之路——基于西部地区148个基层地方的实践例证,1,云南大学
健康所系，风险共御：基于全国896起伤医事件和访谈调研的分析与对策研究,1,四川大学
职业技能培训补贴策略与高质量就业——来自13个省份的经验证据,1,首都经济贸易大学
中国西北干旱脆弱区农业碳排放影响因素的时空分异研究,1,新疆农业大学
家国之下，巾帼芳华：三线女工的性别叙事与身份实践,1,华东师范大学
城有所治，车有所栖——智慧城市视域下“时间+空间”社区共享停车模式研究,1,长安大学
从高冷走向大众：甲骨文活化利用路径优化研究,1,安阳师范学院
共同富裕视阈下艺术赋能乡村建设研究——基于浙江省11市106村的实证分析,1,浙江师范大学
易扶搬迁促就业乡村振兴谋幸福——基于秦巴山区4县1区3015户易地扶贫搬迁的实证调研,1,西安理工大学
生态把脉——基于多源感知数据的城市生态空间体检研究,1,北京工业大学
父母教养方式对大学生生命意义感的影响——孝道信念的中介作用研究,2,井冈山大学
鹏程万“锂”-高比能锂硫电池的研发,2,烟台大学
用于全固态黄光激光器的高品质光学功能晶体,2,安徽工业大学
多维度特征空间光学相干血流造影算法,2,浙江大学
电子辐射特性的研究及其在超强激光参数测量中的应用,2,南京邮电大学
“智影”-骨折影像智能识别与混合现实三维呈现系统,2,华中科技大学
“金枝玉液”——一种变压器用新型抗老化混合绝缘油,2,重庆大学
基于双相催化驱动的纤维素高效全利用,2,河北科技大学
墙上教科书：文化认同视角下海峡两岸传统建筑装饰的抢救、保护与传承研究——基于闽台地区惠安石雕的调研,2,福建师范大学
一种面向气体探测应用的高灵敏度热释电单晶红外探测器,2,上海师范大学
粮食中真菌毒素双重检测试剂盒及设备,2,青岛农业大学
基于液滴反应器的分子辨识分离材料的开发与应用,2,江苏大学
滑扑多模态仿蝠鲼水下航行器,2,西北工业大学
复杂工业环境下高可靠性红外热成像监测系统,2,武汉科技大学
地空侦察仿生六足机器人,2,中国人民解放军陆军勤务学院
水处理新“膜”式——双功能PVDF改性催化膜的设计与应用,2,合肥工业大学
点石成金——铝土矿全量化综合利用新技术,2,长安大学
压电差动共焦与螺旋扫描式微纳形貌测量仪的研发,2,宁波大学
水下钛合金激光同质修复系统,2,华中科技大学
基于语音识别的座便器坐/起助力装置,2,沈阳航空航天大学
志留纪早期盔甲鱼类的起源与辐射演化,2,中国地质大学(武汉)
小黄花大产业，新型干燥设备助力乡村振兴,2,天津科技大学
导向钻井地面智能控制系统（SRSS）研发与应用,2,长江大学
基于工业互联网的微震智能监测系统,2,电子科技大学
月面探测移动载人平台运动仿真与人机交互系统,2,东南大学
紫外发光新风向——i-Ga2O3作电子阻挡层的新型紫外LED芯片,2,河南科技大学
新型抗菌抗病毒膜材料口罩研发,2,南京工业大学
“点渣成金，变渣为宝”——一种助钢渣蜕变的改性剂,2,长安大学
胶体泡沫智能化防灭火系统,2,安徽理工大学
新型钙钛矿分子基铁电体的精准构筑,2,南昌大学
“风卷残雪”-一种应用于川藏铁路道岔红外除雪的混合可再生能源采集系统,2,西南交通大学
流量变留量，留量变流量：网红经济助推乡村旅游产业发展路径研究,2,山东师范大学
扬法治风帆护信用航船——28市失信联合惩戒制度实践调查研究,2,南京师范大学
涉民营企业刑事案件强制性措施适用问题研究——以湖南省长株潭地区为例,2,湘潭大学
“趣享吃”花生葵瓜子剥壳机,2,华东理工大学
水稻脱粒装置远程诊断预警及故障排除系统与装备,2,江苏大学
应用于严寒环境的高性能石墨烯电热组件的研发和绿色制备,2,宁波大学
非接触式生命体征监测与智能健康评估系统,2,武汉理工大学
基于数据驱动的高速列车走行部系统故障诊断技术研究,2,长春工业大学
不忘初芯——智能多光谱成像芯片,2,长春理工大学
钙钛矿材料能带调控机理的研究,2,山东大学（威海）
牙冠大面积缺损患牙的数字化修复技术,2,南京医科大学
杂交稻五丰优T025芽期耐冷主效QTL鉴定及优质材料创制,2,江西农业大学
绿行千里-光伏硅废料制备新一代锂电负极新材料,2,昆明理工大学
基于废弃尿不湿的新型高能量密度锂硫电池,2,上海电力大学
铋单原子高选择性电催化二氧化碳还原制备甲酸,2,中国科学技术大学
面向高端装备的刚柔耦合超精密运动平台,2,广东工业大学
基于仿生学的磁致伸缩触觉传感器,2,河北工业大学
AI健康“表”示系统——基于贫数据的无创可穿戴“三高”监测系统,2,广东工业大学
嵌合抗原受体T细胞疗法在艾滋病领域的开发及应用,2,武汉科技大学
羊奶联合低聚糖对小鼠肠道内环境调控作用研究,2,陕西师范大学
多菌属原位诱导“红菌”自富集——垃圾渗滤液部分厌氧氨氧化脱氮技术,2,北京工业大学
激光植物补光系统研发与产业化,2,上海应用技术大学
“绿水清风革命”——基于新风量和水泵转速分段控制的中央空调节能系统,2,安徽理工大学
商标侵权法定赔偿数额计算模型的构建——基于2014-2019年513份司法判决的实证研究,2,中国人民大学
让土地“活”起来——山西和四川两省农村土地流转情况调查,2,山西大学
可调宽频蜂窝声学超结构研制,2,南昌航空大学
置管安心——腹腔引流管内置固定新装置,2,南华大学
口腔环境中氨、葡萄糖、过氧化氢分子的电传?感原理的设计与实践,2,重庆医科大学
秸秆速腐制备闪崩型颗粒育秧基质的技术研究和产品开发,2,嘉兴学院
面向工业级特种分离领域的高性能碳化硅陶瓷膜及其集成设备,2,武汉工程大学
无中生有——基于冷凝技术的空气取水智能灌溉系统,2,山东电子职业技术学院
离心式轮壳同心旋流除尘净化器,2,太原理工大学
“脱实向虚”的非理性繁荣：企业金融化对财务风险的影响研究——基于制造业上市公司的实证分析,2,浙江工业大学
高机动大负载作业的新概念水下移动平台——新一代仿生鱿鱼研制,2,上海海洋大学
“环保”5G智能无人艇,2,广东工业大学
基于灰度-深度双模态图像的轨道扣件缺陷快速全面检测技术,2,南昌工程学院
面向成人脊柱畸形的影像AI辅助诊断系统,2,杭州电子科技大学
中国蚊类昆虫的分类研究——新种的发现、进化问题解析及数据库建设,2,青岛农业大学
多维创新视角下绿色金融驱动制造企业转型升级的路径探究——基于浙江省试点地区387家企业问卷的调查分析,2,浙江师范大学
网约车纠纷的基本症候与综合治理——基于2020年江苏省705个案例和徐、淮、苏三市调研的分析,2,淮阴师范学院
二阶链板式秸秆粉碎地膜回收联合作业机,2,石河子大学
多机协同的棉纤维柔性作业云机器人,2,东华大学
阵列式微惯性测量组件——一种低成本、高精度工业级惯性测量单元,2,苏州大学
小麦赤霉病病情与毒素污染预警系统,2,安徽农业大学
基于非编码RNA与表观遗传学致病机制的常见癌症联合诊断新技术研究,2,宁波大学
基于免疫机制的大口黑鲈病害防控技术研究,2,浙江理工大学
低成本高性能硅基气凝胶制备与应用研究,2,南京工业大学
基于原位调控探测界面的高敏尼古丁快检系统,2,同济大学
基于人体工学智能护理床的开发与应用研究,2,武汉华夏理工学院
基于深度学习的下肢深静脉血栓诊疗平台,2,深圳大学
基于脑机接口的脑卒中多阶段康复训练系统,2,上海大学
面向高速车载平台卫星通信的高性能“动中通”天线设计,2,宁波大学
荧光偏振微型海藻分类检测仪,2,佛山科学技术学院
氯硝柳胺逆转肝癌耐药及缓解放化疗损伤的机制研究,2,温州医科大学
电力机车变压器智能诊断预警系统——基于人工智能+气相色谱分析原理,2,湖南铁路科技职业技术学院
高安全水系锌离子电池电极材料表面调控及储能机制,2,武汉理工大学
精刁——高速旋转超声辅助精加工设备,2,杭州电子科技大学
基于中药炮制和3D打印技术的煅自然铜骨修复支架的研发,2,南京中医药大学
温肾通督方通过改善炎性微环境促进脊髓损伤修复的机制研究,2,南京中医药大学
“三治”载信：基层社会治理参与农村普惠金融发展的路径研究,2,浙江工商大学
扎根生命厚土，共创残疾幸福——基于生命故事与大数据视角下肢体残疾人幸福感研究,2,岭南师范学院
莫让乡音成乡愁：方言的数据化保护和活态传承——基于山东省16地市的调查研究,2,山东财经大学
秦韵薪火——中华优秀传统文化传承视域下秦腔发展实践调研,2,西安建筑科技大学
聚醚醚酮3D打印技术下颌骨拓扑优化工艺,2,上海理工大学
低能耗便携电磁式盲文阅读器,2,浙江理工大学
“智行”——新型Mxene材料零排放智能全地形户外服装,2,哈尔滨工业大学
i-Hair——基于石墨烯红外诱导经穴效应与光核桃仁油协同作用的生发方案,2,成都中医药大学
濒危红树植物潮汐模拟虹吸自动育苗装置,2,海南师范大学
中国陆生贝类新阶元记述及研究史整理,2,武汉轻工大学
PPARγ/miR-29b介导运动对血管紧张素II诱导的肌肉萎缩的保护作用,2,上海大学
掌上明“猪”——让猪病检测轻而“疫”举,2,河南农业大学
基于MPO-MMPs通路探究小胶质细胞活化对脑出血早期影响的作用机制,2,兰州大学
酸化茶园茶树根系生态系统的氮素转化与吸收利用机制,2,龙岩学院
基于温和合成氨的流化床电极氨燃料电池系统,2,东南大学
空净计划——基于浓度智能控制的消毒杀菌系统,2,广东石油化工学院
黄河流域民间宗祠保护与文化传承研究——基于7省2155座宗祠的实证调查,2,西安建筑科技大学
适应盐碱沙地的高精准油莎豆联合收获技术与装备——大豆可替代油料作物与盐碱沙地适应性作物的农机装备,2,青岛农业大学
中泰智汇——基于物联网的水质监测系统,2,泰山学院
“吃辣”的电池有“力量”——高性能钙钛矿太阳能电池制备中辣椒素的双重作用,2,华东师范大学
共价硫嵌入固有N、P共掺杂的生物碳构建超长稳定性和高倍率性能锂-硫电池,2,湖南大学
微波驱动催化剂的构筑及其催化热解废油脂皂脚制备芳烃油的研究,2,南昌大学
激活乡村教育神经末梢：“一心双环”新模式下寄宿制留守儿童关爱教育研究——基于陕西省8市24县区调研,2,西安建筑科技大学
“争气桥”之魂：南京长江大桥精神的淬炼与传承——基于百位“大桥人”群体记忆的访谈调研,2,南京信息工程大学
政府疫情治理措施如何提高公众满意度？——基于200万条政务微博和19826份问卷调研数据的实证研究,2,福州大学
大禹智水——面向工业重金属废水管控的智能解决方案,2,重庆邮电大学
群智感知系统用户激励优化：基于多目标和团购模型的激励机制设计,2,华南理工大学
基于原位柔性电极生长技术的高可靠传感系统研究,2,华东师范大学
致病菌系统生物学分析方法的开发和应用,2,深圳大学
生物钟蛋白RORγ防治仔猪肝源性腹泻的作用机制,2,扬州大学
电磁响应光催化废水处理器的研制及应用,2,西北民族大学
地震重灾区村落避灾准备现状及能力提升研究：基于汶川和芦山地震重灾区的调查报告,2,四川农业大学
中国共产党红色文化对外传播的现状、问题与建议——基于革命圣地英译的调查研究,2,同济大学
高质效石墨烯宏量制备的放电加工方法及装备,2,广东工业大学
一种基于可重构闭链腿型的步行机械系统,2,武汉理工大学
基于机器视觉反馈的FDM全彩3D打印机,2,武汉科技大学
基于多传感器融合技术的列车铁路安全智能监控系统,2,内蒙古工业大学
一种低成本高精度北斗+伪卫星无缝普适导航定位系统,2,中国矿业大学
新型多糖硒化体系的构建及诱导肿瘤细胞凋亡机制研究,2,西北师范大学
高活性高稳定性相分离Mo-Ni合金用于氢氧化和析氢反应,2,暨南大学
我们离高水平普惠金融有多远？——基于时空双维度的省级面板数据分析,2,吉首大学
全面发力，加快推进湖北省民营经济高质量发展——基于“湖北省民营经济景气指数”的综合分析,2,中南财经政法大学
分子改造及定向固定化生物催化剂制备低分子糖,2,江苏大学
青鱼线粒体抗病毒信号蛋白调控机制研究,2,湖南师范大学
新型比率荧光探针的制备与应用,2,东北大学
民“偿”生态，“支”援黄河——黄河流域居民生态补偿认知程度及支付意愿调查研究,2,郑州大学
以“体”育“人”：高校体育教学模式新探索——基于XX省11所高校的调查分析,2,青岛科技大学
“三权分置”视域下盘活农村闲置资源资产的机制研究——基于福建沙县和将乐县“三票制”改革的调查与思考,2,福建师范大学
基于细胞机械特性测量的早期癌症风险评估系统,2,苏州大学
创意生活·多彩梦想：全彩色FDM型3D打印系统的研制,2,西安理工大学
光电通信“芯”脏——国内首款低损耗薄膜声光调制器,2,天津科技大学
基于改进极限学习机的医学诊断方法研究,2,温州大学
多维特征融合的滑雪训练系统,2,北华大学
基于选择性拉曼增强策略的VOCs现场微型化检测系统,2,江苏师范大学
用于活体细胞内医学检测的新型荧光探针的设计与应用,2,山东师范大学
子母机器人集群空地一体联合消防救援系统,2,吉林大学
一种户外光催化环境检测设备,2,青海师范大学
一花独放不是春，百花齐放春满园——上海小升初“公民同招，摇号入学”的政策效应研究,2,上海师范大学
内地高校香港学生对于“一国两制”认知情况的调查研究——以福建、广东两地高校为例,2,华侨大学
面向复杂曲面超精密车削的纳米精度三轴智能刀具驱动系统,2,南京理工大学
机场卫士——全空间智能化机场道面健康巡检系统,2,郑州大学
空间标尺——基于点衍射干涉的绝对位移瞬态测量系统,2,中国计量大学
基于拟态的知识驱动型计算智能研究与应用,2,广州大学
超细径保偏光纤熔接仪——高精度航天惯导系统的守护神,2,南京邮电大学
非对称柔性超级电容器的设计与应用,2,山西大学
高效电子传输的镍钴锌/碳基稳定复合材料用于能源存储转化效能提升,2,嘉兴学院
基于中空介孔碳纳米球的高性能水系锌离子电容器研究,2,湖北大学
中国-西非治疗新型冠状病毒肺炎的天然药物用药情况调查研究,2,天津中医药大学
乡村振兴路上的“医靠”：第一村医创新模式评估与提升策略研究——基于淄博市8区县191个村的调研分析,2,山东财经大学
隐秘的鸿沟：移动互联时代数字资本差异研究,2,上海立信会计金融学院
数字社会治理中新就业形态的劳动保障路径——试析互联网配送平台的劳动关系界定及权益保护,2,北京大学
“公”克疫情，“卫”戍健康——疫情防控背景下基于全国31市公共卫生应急体系能力提升的调研,2,南京医科大学
被“烧伤”的贺兰山：经济与生态耦合协调发展思考——基于汝箕沟矿区生态治理情况的调研,2,北方民族大学
智能水下检修机器人,2,南通大学
关心你——基于rppg智能手机的远程非接触式心率测量,2,东北大学秦皇岛分校
智能可降解的多功能纳米硒铋复合抗癌诊疗药物,2,上海工程技术大学
安芯测——基于微流控芯片的便携式无创血糖检测设备,2,成都中医药大学
基于惯性与生物电信号的运动姿态捕捉与分析系统,2,江西财经大学
木质纤维特性的过程分离变化机制与转化利用,2,华南理工大学
共同富裕：多村联创激活乡村发展内生动力——以浙江省安吉县128个行政村为例,2,浙江工商大学
农村集体经济组织中的未成年人成员权问题研究——基于5省9个村落的调研和1037则裁判文书的实证研究,2,中国社会科学院大学
重振“旗”鼓——织锦旗袍复兴对策及时尚化转型推广实践,2,浙江理工大学
新时代基层协商民主的治理效能及影响因素分析——基于晋江六镇十二村的混合研究,2,厦门大学
自适应非结构化环境的灵巧软体机械手,2,江西理工大学
GaN基超轻薄智慧电源关键技术及产业化应用,2,南京工业职业技术大学
从心启航——人工心肺复苏急救包,2,哈尔滨医科大学
百年风华，村烟再续：建党百年中国村庄经济的变迁与发展——基于“无保调查”11个村庄的追踪考察,2,南京林业大学
城市出租车停靠站点设置调研及优化研究——以西安市为例,2,西安工业大学
红色文化研学旅行课程设计研究——基于全国112个红色资源点的调查分析,2,青岛酒店管理职业技术学院
大学生职业生涯规划能力现状与提升路径研究——基于山东高校的追踪调查,2,济南大学
扶贫实践，振兴导航：民族地区教育发展的路径探索——基于教育精准扶贫“杭州模式”在贵州台江的八年实践,2,浙江工商大学
生产消费型爱国主义的民众认同现状与未来策略——以华为现象为例,2,华中师范大学
风口上的家庭医生：意义与前途——基于中国六省市家庭医生签约服务的现场调研,2,天津医科大学
新型浮动式高速船用喷水推进装置,2,扬州大学
基于Caffe的咖啡瑕疵豆检测筛选系统的设计与实现,2,上海电机学院
面向助老康复的柔性步行辅助外骨骼机器人,2,天津理工大学
基于复合悬臂梁的磁致伸缩式柔性微夹持器,2,南昌工程学院
基于信息物理融合的骨折复位机器人系统,2,河北工业大学
环海南岛原位取样造礁石珊瑚微塑料富集差异及生理响应机制调查研究,2,海南大学
基于昆布多糖构建肥胖综合征的靶向抗炎系统的研究,2,重庆理工大学
人口结构分布、技术进步偏向与分类延迟法定退休年龄代际动态最优化研究?,2,内蒙古财经大学
碳达峰背景下工业绩效评价与低碳转型路径优化——基于山东省16市226家单位的调研,2,齐鲁工业大学（山东省科学院）
研究生支教团的现实困境与出路——基于对四川省近5届463名研支团成员的调查,2,四川师范大学
